turns,winner,white_rating,black_rating,opening_name,opening_ply
66,black,1587,1500,Nimzo-Larsen Attack: Classical Variation,2
77,white,1500,1500,Ruy Lopez: Berlin Defense #2,6
73,white,1500,1500,English Opening: King's English Variation |  Reversed Sicilian,3
19,draw,1527,1500,Italian Game: Anti-Fried Liver Defense,6
58,black,1500,1500,King's Pawn Game: Wayward Queen Attack,3
34,black,1500,1700,English Opening: Symmetrical Variation |  Fianchetto Variation,5
21,draw,1500,1457,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,6
95,draw,1500,1648,English Opening: King's English Variation |  Reversed Sicilian,3
73,white,1712,1500,Danish Gambit Accepted |  Classical Defense,10
46,black,1500,1712,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,6
78,black,1500,1500,King's Pawn Game: Leonardis Variation,3
43,draw,1788,1500,King's Gambit Accepted |  Becker Defense,6
39,white,1500,1500,English Opening: Carls-Bremen System,5
59,white,1500,1500,Queen's Pawn Game: Chigorin Variation,3
22,black,1500,1500,Bishop's Opening: Berlin Defense,4
45,white,1500,1479,Three Knights Opening #2,6
61,white,1381,1500,Ruy Lopez: Steinitz Defense,6
10,black,1500,1500,Ruy Lopez: Steinitz Defense,6
107,white,1702,1500,King's Pawn Opening: 2.b3,3
44,black,1665,1697,Three Knights Opening: Winawer Defense,6
81,white,1668,1543,French Defense: Knight Variation,3
117,draw,1659,1628,Reti Opening,2
38,black,1680,1633,Zukertort Opening: Arctic Defense,2
79,draw,1680,1700,Zukertort Opening: Sicilian Invitation,2
84,black,1696,1527,French Defense: Knight Variation,3
47,white,1693,1386,Zukertort Opening,4
57,white,1687,1624,Zukertort Opening: Black Mustang Defense,2
100,draw,1691,1386,Russian Game: Urusov Gambit,5
89,white,1684,1560,Zukertort Opening: Queen's Gambit Invitation,2
38,white,1672,1702,Zukertort Opening: Pirc Invitation,2
66,black,1579,1664,Queen's Gambit Accepted: Old Variation,5
58,black,1678,1565,Modern Defense,2
97,white,1680,1600,Zukertort Opening: Sicilian Invitation,2
88,black,1691,1696,Queen's Pawn Game: Chigorin Variation,4
23,white,1684,1703,Italian Game: Anti-Fried Liver Defense,6
62,black,1717,1618,Italian Game: Anti-Fried Liver Defense,6
95,black,1626,1708,Owen Defense,2
96,black,1722,1612,Four Knights Game,6
94,black,1730,1848,Philidor Defense: Lopez Countergambit,6
79,white,1724,1560,Italian Game: Schilling-Kostic Gambit,6
77,white,1519,1740,Petrov's Defense #2,5
31,white,1738,1370,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
80,black,1656,1729,Queen's Gambit Refused: Marshall Defense,4
57,black,1628,1721,King's Pawn Game: Nimzowitsch Defense,3
42,black,1728,1853,Pirc Defense: Classical Variation,8
135,white,1719,1677,Philidor Defense #2,4
114,black,1687,1709,English Opening,1
36,black,1721,1679,Zukertort Opening: Black Mustang Defense,2
147,draw,1696,1722,Italian Game: Anti-Fried Liver Defense,6
37,white,1718,1436,Philidor Defense #2,4
87,white,1709,1629,Queen's Pawn Game: Chigorin Variation,4
123,white,1704,1510,Reti Opening,2
89,white,1695,1643,Reti Opening,2
10,black,1518,1689,Italian Game: Anti-Fried Liver Defense,6
71,white,1683,1495,Queen's Pawn Game: Chigorin Variation,4
54,black,1694,1707,Three Knights Opening,5
62,black,1744,1681,King's Pawn Game: Nimzowitsch Defense,3
34,black,1482,1472,Horwitz Defense,2
43,white,1473,1401,Queen's Gambit Declined,4
90,black,1221,1368,English Opening: Anglo-Scandinavian Defense,2
51,white,1481,1293,Bird Opening,1
10,black,1500,1432,Benoni Defense: Benoni Gambit Accepted,3
95,white,1403,1182,Queen's Gambit Accepted: Central Variation |  Modern Defense,6
22,black,1365,1163,English Opening: King's English Variation |  Reversed Sicilian,3
22,black,1163,1985,Bishop's Opening,3
91,white,1153,1103,Bishop's Opening: Berlin Defense,4
78,black,1158,1383,Bishop's Opening,3
13,white,1147,1108,Philidor Defense #3,5
102,black,1206,1132,Van't Kruijs Opening,1
67,white,1103,1146,King's Pawn Game: Leonardis Variation,3
29,white,1127,1296,King's Pawn Game: Napoleon Attack,3
97,white,1111,1198,French Defense #2,2
69,white,1172,1122,King's Pawn Game: Busch-Gass Gambit,4
40,black,1136,1128,King's Pawn Game: Napoleon Attack,3
60,black,1160,796,Scandinavian Defense: Mieses-Kotroc Variation,4
144,black,795,1157,French Defense: La Bourdonnais Variation,3
82,black,1084,1146,Horwitz Defense,2
73,white,1146,995,Bishop's Opening: Ponziani Gambit,5
62,black,1158,1191,Bishop's Opening,3
115,white,1143,1191,Bishop's Opening: Ponziani Gambit,5
67,white,1002,1163,King's Pawn Game: McConnell Defense,4
62,white,1148,1165,French Defense #2,2
60,black,1161,1200,Bishop's Opening,3
57,white,1011,1184,Englund Gambit Declined |  Reversed French,3
48,black,1184,1070,Van Geet Opening,1
22,black,1176,1070,Alekhine Defense,2
42,black,1160,1070,French Defense #2,2
99,white,1134,1023,King's Pawn Game: Napoleon Attack,3
100,draw,1129,1248,King's Pawn Game: Napoleon Attack,3
72,black,1026,1116,King's Pawn Game: McConnell Defense,4
90,black,1140,1011,Scandinavian Defense,2
33,white,995,1167,Bishop's Opening,3
101,white,1156,997,Scandinavian Defense,2
80,black,1178,1132,Alekhine Defense,2
54,black,1089,1162,King's Pawn Game: Leonardis Variation,3
72,black,1092,1144,English Opening: King's English Variation,2
38,black,1172,1077,Scandinavian Defense,2
62,black,1112,1151,Center Game #2,3
7,white,1131,1071,Bishop's Opening: Philidor Counterattack,4
50,black,1211,1500,Italian Game: Two Knights Defense,6
43,white,1834,1218,King's Pawn Game: Busch-Gass Gambit,4
43,white,1742,1218,King's Pawn Game: Nimzowitsch Defense,3
17,white,1742,1218,Owen Defense,2
113,white,1500,1261,Owen Defense,2
18,black,1317,1538,Scandinavian Defense,2
46,black,1317,1500,King's Pawn Game: Leonardis Variation,3
23,white,1500,1317,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
39,white,1940,1327,King's Pawn Game: Nimzowitsch Defense,3
63,white,1504,1500,Owen Defense,2
3,white,1590,1388,English Opening,1
26,black,1391,1774,Ruy Lopez: Steinitz Defense,6
69,white,1731,1395,Queen's Gambit Accepted: Slav Gambit,6
117,white,1686,1400,Scotch Game,7
48,black,1408,1577,Italian Game: Anti-Fried Liver Defense,6
32,black,1418,1741,Scandinavian Defense: Mieses-Kotroc Variation,4
81,white,2010,1419,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
61,white,1908,1421,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,8
40,black,1422,2026,Three Knights Opening,5
29,black,1523,1375,Four Knights Game: Italian Variation,7
93,black,1375,1992,Scandinavian Defense: Mieses-Kotroc Variation,4
95,white,1281,930,French Defense: Normal Variation,3
80,black,1221,1281,Sicilian Defense: Pin Variation,10
47,white,1278,946,English Opening: Anglo-Indian Defense |  King's Knight Variation,3
18,black,950,1274,Sicilian Defense: Bowdler Attack,3
31,white,1270,953,Scotch Game,5
61,white,1245,1277,Queen's Pawn Game: Chigorin Variation,4
93,white,1240,1012,English Opening: Symmetrical Variation,2
114,black,1255,1157,Philidor Defense: Nimzowitsch Variation,7
46,black,874,1255,Sicilian Defense: Closed,4
28,black,1152,1246,Sicilian Defense,2
33,white,1242,953,Ruy Lopez: Morphy Defense |  Graz Variation,10
107,white,1234,1087,St. George Defense: Woodchuck Variation,4
9,white,1231,905,Queen's Pawn Game: Zukertort Variation,3
38,black,909,1227,Queen's Pawn Game #3,4
105,white,1218,1111,Colle System,6
32,black,1268,1204,Sicilian Defense: Bowdler Attack,3
115,white,1017,1223,Queen's Pawn Game: Chigorin Variation,4
123,white,1276,1234,King's Pawn Game: King's Head Opening #2,3
72,black,1246,1238,Torre Attack #2,3
29,white,1190,1261,Sicilian Defense: French Variation,4
105,white,1249,1233,Englund Gambit Complex: Soller Gambit,4
41,white,1249,1500,Queen's Pawn Game: Chigorin Variation,4
49,black,1249,1531,Horwitz Defense,2
105,white,1138,1266,Nimzo-Larsen Attack: Modern Variation,2
35,white,1256,1163,English Opening: Anglo-Scandinavian Defense,2
43,white,1111,1275,Queen's Pawn Game: Chigorin Variation,4
97,white,1667,1250,Queen's Gambit Accepted: Old Variation,5
40,black,1252,1770,King's Pawn Game: Leonardis Variation,3
57,white,1689,1254,Queen's Pawn Game: Chigorin Variation,4
56,black,1255,1833,Vienna Game: Anderssen Defense,4
35,white,2033,1256,Van't Kruijs Opening,1
46,black,1525,1232,Philidor Defense #3,5
60,black,1235,1592,Modern Defense,2
31,white,1444,1242,Italian Game: Evans Gambit,7
60,black,1246,1565,Center Game #2,3
52,black,1257,1342,King's Knight Opening: Normal Variation,4
19,white,1495,1263,Zukertort Opening: Tennison Gambit,3
41,white,1790,1265,Gunderam Defense,4
36,black,1266,1854,Torre Attack #2,3
54,black,1278,1329,Italian Game: Jerome Gambit,7
42,black,1290,1436,Saragossa Opening,1
30,black,1293,1710,Sicilian Defense: Hyperaccelerated Dragon,4
70,black,958,1289,Ware Opening,1
35,white,1709,1291,Owen Defense,2
31,white,1755,1293,Queen's Gambit Declined,4
64,black,1296,1702,Sicilian Defense: Old Sicilian,4
45,white,1680,1299,Bishop's Opening,3
56,black,1302,1647,King's Pawn Game: Macleod Attack,3
42,black,1303,1876,Saragossa Opening,1
27,white,1473,1311,Gunderam Defense,4
39,white,1774,1313,King's Gambit,3
19,white,1302,1236,King's Pawn Game: Macleod Attack,3
34,black,1313,1401,Saragossa Opening,1
31,white,1809,1314,Italian Game,5
54,black,1323,1451,King's Pawn Game: King's Head Opening #2,3
134,black,1369,1307,Vienna Game: Mengarini Variation,5
86,black,1319,1363,Saragossa Opening,1
30,black,1324,1599,Philidor Defense #2,4
29,white,1698,1327,Bishop's Opening: Ponziani Gambit,5
55,white,1552,1334,Bishop's Opening: Ponziani Gambit,5
34,black,1289,1321,Van't Kruijs Opening,1
81,white,1297,1532,Scandinavian Defense,2
84,black,1300,1749,Pirc Defense #4,2
56,black,1302,1696,Ruy Lopez: Berlin Defense #2,6
35,white,1282,1428,Sicilian Defense: Canal Attack |  Main Line,6
30,black,1453,1261,Queen's Pawn Game: Chigorin Variation,3
21,black,1235,1246,Petrov's Defense #2,5
98,black,1453,1222,Queen's Pawn Game,2
70,black,1338,1200,Philidor Defense #2,4
82,black,1208,1406,Van Geet Opening: Dunst-Perrenet Gambit,5
74,black,1213,1519,Sicilian Defense: Smith-Morra Gambit #2,3
53,white,1833,1214,Queen's Pawn Game #2,3
41,white,1185,1590,King's Indian Attack,3
25,white,1848,1186,Bird Opening,1
88,black,1188,1605,Hungarian Opening,1
60,black,2035,1629,Queen's Pawn Game: London System,5
79,white,1609,1754,Ruy Lopez: Berlin Defense #2,6
52,white,1584,1957,French Defense: Queen's Knight,3
68,black,1374,1553,Queen's Pawn Game: Mason Attack,3
40,black,1813,1528,Sicilian Defense: Four Knights Variation |  Exchange Variation,11
71,white,1503,1819,French Defense: Advance Variation |  Main Line,11
56,black,1669,1481,Horwitz Defense,2
37,white,1467,1454,Ruy Lopez,5
28,white,1429,1384,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
46,black,1453,1412,Queen's Gambit Refused: Marshall Defense,4
51,white,1385,1637,Ruy Lopez: Exchange Variation |  King's Bishop Variation,10
66,black,1235,1375,Modern Defense,2
26,black,1431,1355,Mieses Opening,1
53,white,1763,1358,Queen's Pawn Game #3,4
19,white,1306,1546,Scandinavian Defense: Mieses-Kotroc Variation,4
32,black,1248,1291,Russian Game: Modern Attack |  Center Attack,9
21,white,1258,1673,French Defense: Knight Variation,3
41,black,1916,1222,Scotch Game: Scotch Gambit |  Advance Variation,9
50,black,1788,1187,King's Gambit Accepted |  Muzio Gambit |  Sarratt Defense,12
65,white,1155,1510,Ruy Lopez,5
37,white,1132,1227,King's Pawn Game: Damiano Defense,4
27,white,1113,1122,Philidor Defense,5
9,white,1102,930,Alekhine Defense: Mokele Mbembe,4
59,white,1102,1810,Van't Kruijs Opening,1
22,black,1023,1086,French Defense: Queen's Knight,3
106,black,1098,1249,Van't Kruijs Opening,1
79,white,1241,1112,French Defense #2,2
124,black,1130,1210,Van't Kruijs Opening,1
60,black,1169,1104,French Defense: Knight Variation,3
88,black,1114,1384,Van't Kruijs Opening,1
39,white,1636,1116,French Defense: Normal Variation,3
53,white,1825,1074,French Defense #2,2
28,black,1074,2151,Van't Kruijs Opening,1
61,white,1429,1416,Indian Game,2
64,black,1425,1447,Italian Game: Anti-Fried Liver Defense,6
127,black,1451,1414,Sicilian Defense,4
114,black,1424,1431,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
43,black,1436,1389,Scandinavian Defense: Mieses-Kotroc Variation,4
19,white,1426,1411,Italian Game: Classical Variation |  Giuoco Pianissimo,9
83,white,1419,1437,Nimzo-Larsen Attack: Modern Variation #4,5
69,white,1399,1449,Sicilian Defense: Closed Variation |  Traditional,4
39,white,1441,1366,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
40,black,1453,1369,Italian Game: Classical Variation |  Giuoco Pianissimo,9
114,black,1464,1465,Italian Game: Classical Variation |  Giuoco Pianissimo,9
70,black,1476,1453,Sicilian Defense: Closed Variation |  Traditional,4
91,white,1497,1462,Sicilian Defense: Delayed Alapin,5
51,black,1472,1498,Caro-Kann Defense,3
93,black,1459,1461,Sicilian Defense: Bowdler Attack,3
89,white,1456,1472,Sicilian Defense,4
43,white,1462,1441,Italian Game: Classical Variation #2,7
42,black,1450,1452,Sicilian Defense: Staunton-Cochrane Variation,3
43,white,1441,1462,Italian Game: Anti-Fried Liver Defense,6
66,white,1451,1451,Sicilian Defense: Bowdler Attack,3
100,black,1461,1491,Italian Game: Anti-Fried Liver Defense,6
51,white,1465,1472,Sicilian Defense,2
67,white,1462,1424,Sicilian Defense #2,6
54,black,1450,1452,Sicilian Defense: McDonnell Attack,3
36,black,1464,1415,Italian Game: Anti-Fried Liver Defense,6
63,black,1417,1454,Sicilian Defense: Modern Variations |  Main Line,8
65,white,1443,1454,Italian Game: Giuoco Pianissimo,7
96,white,1471,1454,Sicilian Defense,2
50,black,1465,1438,Sicilian Defense: Scheveningen Variation |  Classical Variation #2,14
81,white,1417,1477,Sicilian Defense,4
65,white,1474,1201,Philidor Defense,5
21,white,1510,1483,Sicilian Defense: Bowdler Attack,3
35,white,1480,1494,Sicilian Defense: Najdorf Variation,10
42,black,1498,1768,Italian Game: Anti-Fried Liver Defense,6
48,black,1510,1452,Philidor Defense: Exchange Variation #2,7
75,white,1435,1523,Sicilian Defense: Smith-Morra Gambit #2,3
66,black,1536,1460,Philidor Defense,5
21,white,1514,1547,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
61,black,1559,1514,Sicilian Defense #2,6
78,black,1568,1581,French Defense: Classical Variation |  Steinitz Variation,13
38,black,1475,1560,Sicilian Defense: Canal-Sokolsky Attack,5
113,draw,1561,1525,Italian Game,5
40,white,1553,1459,Italian Game: Classical Variation |  Giuoco Pianissimo,9
42,draw,1456,1556,Sicilian Defense: Bowdler Attack,3
145,white,1546,1532,Philidor Defense,5
78,black,1543,1536,Indian Game,2
40,black,1547,1513,Italian Game: Schilling-Kostic Gambit,6
76,white,1477,1560,Van't Kruijs Opening,1
89,white,1551,1486,French Defense: Winawer Variation |  Advance Variation,7
61,white,1472,1564,Mieses Opening,1
78,black,1436,1568,Modern Defense,2
59,white,1567,1108,Hungarian Opening,1
89,white,1301,1587,Modern Defense,2
103,white,1292,1622,Modern Defense,2
163,white,1616,1404,Hungarian Opening,1
19,white,1613,1279,Hungarian Opening,1
53,white,1607,1403,Hungarian Opening,1
71,white,1600,1421,Hungarian Opening,1
88,black,1580,1763,Queen's Pawn Game: Mason Attack,3
140,black,1711,1753,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,7
69,white,2211,1900,French Defense: Paulsen Variation,5
76,black,2070,2203,Ruy Lopez: Closed,13
155,white,2196,2030,Sicilian Defense: Open,8
75,white,2290,2205,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
59,white,1962,2219,English Opening: Anglo-Indian Defense |  Scandinavian Defense,4
64,black,1966,2214,Queen's Pawn Game: Mason Attack,3
72,black,2232,2081,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
67,black,2169,2221,Queen's Gambit Refused: Marshall Defense,4
93,white,2209,2193,Sicilian Defense: Najdorf Variation |  English Attack,11
39,black,1788,2207,Scotch Game: Blumenfeld Attack,11
52,white,2202,1915,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
121,white,2199,1843,French Defense: Advance Variation |  Nimzowitsch Attack,7
66,black,2178,2187,Nimzo-Larsen Attack: Symmetrical Variation,2
7,white,2173,2189,Scandinavian Defense: Mieses-Kotroc Variation,4
101,white,2167,1933,Rat Defense: Antal Defense,4
56,black,2080,2157,Queen's Gambit Declined: Normal Defense,6
122,black,2176,2027,Sicilian Defense,2
87,black,2018,2167,Queen's Gambit Declined,4
84,black,1989,2160,Queen's Gambit Refused: Marshall Defense,4
81,white,2147,2120,French Defense: Chigorin Variation,3
33,white,2145,1631,Sicilian Defense: Old Sicilian,4
48,black,1692,2143,Queen's Gambit Declined,4
25,black,1690,2141,Scotch Game,7
93,white,2129,2088,Sicilian Defense,4
73,white,2022,2148,Nimzo-Larsen Attack: Modern Variation #4,5
67,white,2146,1645,Sicilian Defense: Najdorf Variation |  Zagreb (Fianchetto) Variation,11
83,black,1739,2143,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
118,draw,2155,1758,French Defense: Horwitz Attack,3
65,white,2148,1947,King's Pawn Game: Busch-Gass Gambit,4
78,black,1852,1874,Queen's Pawn Game: Mason Attack,3
87,white,1828,1767,Horwitz Defense,2
54,black,1863,1831,Queen's Pawn Game: Mason Attack,3
17,white,1846,1561,Queen's Pawn Game: Mason Attack,3
136,black,1565,1831,Sicilian Defense: Bowdler Attack,3
79,white,1814,1569,Queen's Pawn Game: Mason Attack,3
42,black,1741,1771,Queen's Pawn Game: Zukertort Variation,3
63,white,1712,1752,Queen's Pawn Game: Mason Attack,3
133,white,1832,1762,Sicilian Defense: Delayed Alapin,5
49,white,1921,1815,Sicilian Defense: Dragon Variation |  Levenfish Variation,11
42,black,1581,1767,Sicilian Defense: Bowdler Attack,3
138,black,1410,1736,Sicilian Defense: Smith-Morra Gambit #2,3
52,white,1688,1414,Horwitz Defense,2
74,black,1852,1862,English Opening: Symmetrical Variation |  Mecking Variation,13
107,black,1868,1716,Zukertort Opening: Pirc Invitation,2
